self-play次数,loss,entropy
8,3.774933099746704,2.7676236629486084
9,3.7449862957000732,2.7588143348693848
10,3.6901652812957764,2.7163820266723633
11,3.608828544616699,2.615335702896118
12,3.550886631011963,2.578991651535034
13,3.5363216400146484,2.578077554702759
14,3.5012340545654297,2.4934744834899902
15,3.4751267433166504,2.521199941635132
16,3.454958915710449,2.4926846027374268
17,3.4353020191192627,2.4556615352630615
18,3.4145970344543457,2.4382145404815674
19,3.374398946762085,2.4041197299957275
20,3.399074077606201,2.4273154735565186
21,3.4006075859069824,2.4360194206237793
22,3.3587520122528076,2.3946566581726074
23,3.367856979370117,2.3913779258728027
24,3.380368947982788,2.4016201496124268
25,3.3597726821899414,2.367234706878662
26,3.3341970443725586,2.3727612495422363
27,3.3418984413146973,2.367180824279785
28,3.311422348022461,2.3582229614257812
29,3.3602678775787354,2.3780081272125244
30,3.3568427562713623,2.3833224773406982
31,3.3208324909210205,2.345933198928833
32,3.3041584491729736,2.334912061691284
33,3.3510618209838867,2.3623650074005127
34,3.351644515991211,2.3376216888427734
35,3.311657428741455,2.3590292930603027
36,3.3639960289001465,2.3837194442749023
37,3.335768938064575,2.3645737171173096
38,3.3138160705566406,2.311980724334717
39,3.3189191818237305,2.36208438873291
40,3.289759635925293,2.321082353591919
41,3.3498685359954834,2.3704833984375
42,3.356879234313965,2.3713595867156982
43,3.313037872314453,2.3418776988983154
44,3.3478076457977295,2.3651957511901855
45,3.3182523250579834,2.3542425632476807
46,3.345731019973755,2.3457961082458496
47,3.3233914375305176,2.3522825241088867
48,3.342505693435669,2.3490092754364014
49,3.3500075340270996,2.373023748397827
50,3.3076891899108887,2.3426291942596436
51,3.3332600593566895,2.3537352085113525
52,3.3327436447143555,2.3606643676757812
53,3.354180335998535,2.3662757873535156
54,3.315915107727051,2.327848434448242
55,3.3276400566101074,2.3438844680786133
56,3.3172335624694824,2.344879388809204
57,3.3060741424560547,2.3310329914093018
58,3.315674304962158,2.3261096477508545
59,3.2848477363586426,2.3117048740386963
60,3.275144100189209,2.3145461082458496
61,3.332200050354004,2.355421543121338
62,3.3060758113861084,2.3340818881988525
63,3.315216064453125,2.3253254890441895
64,3.297423839569092,2.330105781555176
65,3.3134286403656006,2.308169364929199
66,3.3202333450317383,2.349243640899658
67,3.310370445251465,2.3343589305877686
68,3.305464267730713,2.3206863403320312
69,3.3392248153686523,2.348802328109741
70,3.295806884765625,2.295959711074829
71,3.300340414047241,2.347545623779297
72,3.285194158554077,2.310640573501587
73,3.2877016067504883,2.31204891204834
74,3.3128762245178223,2.3344781398773193
75,3.2600955963134766,2.2787444591522217
76,3.2825546264648438,2.30401349067688
77,3.2736759185791016,2.305633544921875
78,3.286487579345703,2.319537401199341
79,3.2784674167633057,2.307690382003784
80,3.2635810375213623,2.2841291427612305
81,3.280651330947876,2.3067092895507812
82,3.321974039077759,2.3379032611846924
83,3.3099465370178223,2.3273348808288574
84,3.248448371887207,2.2704222202301025
85,3.290039539337158,2.3198156356811523
86,3.295440196990967,2.318577527999878
87,3.2918407917022705,2.294733762741089
88,3.325098991394043,2.3580496311187744
89,3.290841579437256,2.279907464981079
90,3.286442995071411,2.324328899383545
91,3.2358038425445557,2.2690415382385254
92,3.3108744621276855,2.3312296867370605
93,3.3256337642669678,2.3104827404022217
94,3.312068462371826,2.329589605331421
95,3.3476014137268066,2.359872579574585
96,3.279599666595459,2.309434175491333
97,3.2650504112243652,2.3018813133239746
98,3.2392399311065674,2.2611405849456787
99,3.3113691806793213,2.319591760635376
100,3.2834651470184326,2.292766809463501
101,3.316361427307129,2.316610336303711
102,3.2882168292999268,2.3335516452789307
103,3.293809652328491,2.322960615158081
104,3.2566380500793457,2.2740354537963867
105,3.2662434577941895,2.311133623123169
106,3.245612621307373,2.281688928604126
107,3.2798848152160645,2.2856197357177734
108,3.253401756286621,2.287348747253418
109,3.2605292797088623,2.2828898429870605
110,3.3202221393585205,2.3253958225250244
111,3.224259853363037,2.2638213634490967
112,3.336249828338623,2.3351783752441406
113,3.2906107902526855,2.313524007797241
114,3.250905990600586,2.282473087310791
115,3.2988815307617188,2.325749158859253
116,3.2287802696228027,2.2707791328430176
117,3.253734588623047,2.2727763652801514
118,3.2913224697113037,2.3080198764801025
119,3.223660707473755,2.247166633605957
120,3.254753351211548,2.2814435958862305
121,3.2456674575805664,2.257134437561035
122,3.2872474193573,2.3047573566436768
123,3.2761850357055664,2.2943642139434814
124,3.2953684329986572,2.3117196559906006
125,3.2840442657470703,2.313947916030884
126,3.303483724594116,2.309772253036499
127,3.2641706466674805,2.3000385761260986
128,3.2710204124450684,2.3071560859680176
129,3.2622315883636475,2.2874886989593506
130,3.271151542663574,2.263115167617798
131,3.295963764190674,2.302107095718384
132,3.2851266860961914,2.3105459213256836
133,3.218465805053711,2.2614924907684326
134,3.268437385559082,2.2618467807769775
135,3.2257354259490967,2.24475359916687
136,3.2883071899414062,2.285609245300293
137,3.2727866172790527,2.272268533706665
138,3.2620582580566406,2.2827963829040527
139,3.2725653648376465,2.304704189300537
